Postcode,Title Number,Tenure,Property Address,District,County,Region,Multiple Address Indicator,Price Paid,Proprietor Name (1),Company Registration No. (1),Proprietorship Category (1),Proprietor (1) Address (1),Proprietor (1) Address (2),Proprietor (1) Address (3),Proprietor Name (2),Company Registration No. (2),Proprietorship Category (2),Proprietor (2) Address (1),Proprietor (2) Address (2),Proprietor (2) Address (3),Proprietor Name (3),Company Registration No. (3),Proprietorship Category (3),Proprietor (3) Address (1),Proprietor (3) Address (2),Proprietor (3) Address (3),Proprietor Name (4),Company Registration No. (4),Proprietorship Category (4),Proprietor (4) Address (1),Proprietor (4) Address (2),Proprietor (4) Address (3),Date Proprietor Added,Additional Proprietor Indicator,Matching Address,LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,LODGEMENT_DATETIME,PRIMARY_ENERGY_VALUE,UPRN,UPRN_SOURCE,Ofgem industry,Energy intensity,Consumption (kWh)
WC1R 4AT,NGL757685,Freehold,"43 Eagle Street, London (WC1R 4AT)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,LEGAL AND GENERAL ASSURANCE (PENSIONS MANAGEMENT) LIMITED,01006112,Limited Company or Public Limited Company,"1 Coleman Street, London EC2R 5AA",,,,,,,,,,,,,,,,,,,,,23-11-2018,N,43 Eagle Street,0da6a748a80a811be6568e2e608c7822fd32faeee8ddc33cba213ef50aba8334,43 Eagle Street,43 Eagle Street,,WC1R 4AT,10001709921,49,B,B1 Offices and Workshop businesses,2021-07-05,E09000007,E14000750,Greater London Authority,2021-07-28,Mandatory issue (Property to let).,34,99,4,Grid Supplied Electricity,,,,1290,34.83,23.64,69.27,34.45,Yes,,2.0,5,Air Conditioning,Camden,Holborn and St Pancras,London,2021-07-28 16:12:23,203,5145389,Address Matched,Offices,59,76110
WC1R 4BH,NGL817645,Leasehold,"Dog and Duck Yard, Princeton Street, London (WC1R 4BH)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,BATTLE MCCARTHY LIMITED,3914559,Limited Company or Public Limited Company,"Ground, Third And Fourth Floors, Greenworks, Dog & Duck Yard, Princeton Street, London WC1R 4BH",,,,,,,,,,,,,,,,,,,,,08-05-2013,N,"Dog and Duck Yard, Princeton Street",33845960242020082714581633700280,,Dog and Duck Yard,Princeton Street,WC1R 4BH,528836730000,63,C,B1 Offices and Workshop businesses,2020-08-27,E09000007,E14000750,Greater London Authority,2020-08-27,Mandatory issue (Property to let).,20,59,3,Natural Gas,,,,1066,34.53,13.98,40.98,43.84,No,,,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2020-08-27 14:58:16,254,10091987533,Address Matched,Offices,59,62894
WC1R 4BU,BB25057,Leasehold,"1 Bedford Row, London (WC1R 4BU)",CAMDEN,GREATER LONDON,GREATER LONDON,N,990000.0,HYDE ALBION PROPERTIES LIMITED,14223561,Limited Company or Public Limited Company,"16 Beaufort Court, Admirals Way, London E14 9XL",,,,,,,,,,,,,,,,,,,,,08-03-2023,N,1 Bedford Row,87010160022020021022431140290060,,1 Bedford Row,,WC1R 4BZ,645066080000,121,E,B1 Offices and Workshop businesses,2020-01-20,E09000007,E14000750,Greater London Authority,2020-02-10,Mandatory issue (Marketed sale).,27,79,3,Grid Supplied Electricity,,,,1045,27.63,14.96,43.83,66.86,No,,1.0,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2020-02-10 22:43:11,396,,,Offices,59,61655
WC1R 4BX,NGL940642,Leasehold,"8 Bedford Row, London (WC1R 4BX)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,RUSSELL-COOKE LLP,OC327450,Limited Liability Partnership,"2 Putney Hill, London SW15 6AB",,,,,,,,,,,,,,,,,,,,,19-02-2014,N,8 Bedford Row,03f08ec801186e8bab046d42cdd92e46219e568a94c3d60ef88bc631cf213ffe,8 Bedford Row,,,WC1R 4BX,10003369609,124,E,Offices and Workshop Businesses,2022-10-25,E09000007,E14000750,,2022-10-26,Mandatory issue (Marketed sale),21,86,3,Natural Gas,,,,527,10.95,4.7,18.84,27.09,No,,,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2022-10-26 09:22:32,179,5066066,Energy Assessor,Offices,59,31093
WC1R 4BZ,NGL84382,Leasehold,"1 Bedford Row, London (WC1R 4BZ)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,GREENWOODS LEGAL LLP,OC306912,Limited Liability Partnership,"Monkstone House, 30 City Road, Peterborough PE1 1JE",,,,,,,,,,,,,,,,,,,,,04-05-2018,N,1 Bedford Row,87010160022020021022431140290060,,1 Bedford Row,,WC1R 4BZ,645066080000,121,E,B1 Offices and Workshop businesses,2020-01-20,E09000007,E14000750,Greater London Authority,2020-02-10,Mandatory issue (Marketed sale).,27,79,3,Grid Supplied Electricity,,,,1045,27.63,14.96,43.83,66.86,No,,1.0,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2020-02-10 22:43:11,396,,,Offices,59,61655
WC1R 4EQ,LN56017,Freehold,"18 Bedford Row, London (WC1R 4EQ)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,DALEHAM FINANCE LIMITED,09738682,Limited Company or Public Limited Company,"325-327 Oldfield Lane North, Greenford, Middlesex UB6 0FX",,,,,,,,,,,,,,,,,,,,,06-03-2020,N,18 Bedford Row,0a414acdcb44e11401bbd0bf2aef8fb7b8b615ecbfc5129dcf52fc48eced799d,18 Bedford Row,18 Bedford Row,,WC1R 4EQ,10003701797,43,B,Offices and Workshop Businesses,2022-11-18,E09000007,E14000750,Greater London Authority,2022-11-18,Mandatory issue (Property to let).,15,60,3,Grid Supplied Electricity,,,,764,11.48,3.46,13.88,9.96,No,,,4,Mixed-mode with Natural Ventilation,Camden,Holborn and St Pancras,London,2022-11-18 15:43:43,106,5087089,Address Matched,Offices,59,45076
WC1R 4HD,NGL399863,Freehold,"25 Bedford Row, London (WC1R 4HD)",CAMDEN,GREATER LONDON,GREATER LONDON,N,350000.0,MOMENTUM PENSIONS LIMITED,03683070,Limited Company or Public Limited Company,"Stafford Court, 145 Washway Road, Sale M33 7PE",,,,,,,,,,,,,,,,,,,,,22-07-2015,Y,25 Bedford Row,0188692bdf5504fa7c6e9adfa2e3ae31c4560e23f1190abaa3e2dd3938aed7bc,25 Bedford Row,,,WC1R 4HD,10004518053,29,B,Offices and Workshop Businesses,2023-04-11,E09000007,E14000750,,2023-05-02,Voluntary (No legal requirement for an EPC).,14,54,3,Grid Supplied Electricity,,,,997,13.65,3.69,14.81,7.88,Yes,,2.0,5,Mixed-mode with Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2023-05-02 08:51:51,84,5087970,Energy Assessor,Offices,59,58823
WC1R 4HE,NGL810758,Freehold,"26-28 Bedford Row, London (WC1R 4HE)",CAMDEN,GREATER LONDON,GREATER LONDON,N,20600000.0,BENESCO CHARITY LIMITED,00972762,Limited Company or Public Limited Company,"55 Baker Street, London W1U 7EU",,,,,,,,,,,,,,,,,,,,,16-12-2021,N,26-28 Bedford Row,3cde331892128d61dac180967a506ddd420ec2cc288e892ca7fac7b16236e2ac,Second Floor,26-28 Bedford Row,,WC1R 4LP,10000826714,41,B,B1 Offices and Workshop businesses,2020-06-25,E09000007,E14000750,Greater London Authority,2021-03-05,Voluntary (No legal requirement for an EPC).,31,90,5,Natural Gas,,,,1948,32.09,19.78,57.95,26.08,Yes,,2.0,5,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2021-03-05 00:00:00,154,5035245,Address Matched,Offices,59,114932
WC1R 4JH,BB14931,Leasehold,"37-41 Bedford Row, London (WC1R 4JH)",CAMDEN,GREATER LONDON,GREATER LONDON,N,3968864.0,TEACHER STERN LLP,OC332605,Limited Liability Partnership,"37-41 Bedford Row, London WC1R 4JH","The Broadgate Tower, 20 Primrose Street, London EC2A 2RS",,,,,,,,,,,,,,,,,,,,21-10-2021,N,37-41 Bedford Row,16604930022009050811021325240310,,37-41 Bedford Row,,WC1R 4JH,126935570000,94,D,Office,2009-04-27,E09000007,E14000750,Greater London Authority,2009-05-08,Mandatory issue (Marketed sale).,57,129,3,Natural Gas,,,,2864,26.84,15.13,44.35,39.77,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2009-05-08 11:02:13,232,5088624,Address Matched,Offices,59,168976
WC1R 4LL,NGL846352,Freehold,"44 Bedford Row, London (WC1R 4LL)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,REGAL (BEDFORD ROW) LIMITED,7923756,Limited Company or Public Limited Company,"4-5 Coleridge Gardens, London NW6 3QH","5 Portman Square, London W1H 6NT",,,,,,,,,,,,,,,,,,,,29-08-2012,N,44 Bedford Row,24830354952013110515053001009706,,44 Bedford Row,,WC1R 4LL,764341900000,20,A,B1 Offices and Workshop businesses,2013-08-15,E09000007,E14000750,Greater London Authority,2013-11-05,Mandatory issue (Property to let).,27,71,3,Natural Gas,,,,284,31.77,16.93,45.14,12.78,No,,,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2013-11-05 15:05:30,,,,Offices,59,16756
WC1R 4NA,NGL962122,Leasehold,"76-78 Red Lion Street, London (WC1R 4NA)",CAMDEN,GREATER LONDON,GREATER LONDON,N,400000.0,ELIZABETH SCHOOL OF LONDON LIMITED,09098453,Limited Company or Public Limited Company,"76-78 Red Lion Street, London WC1R 4NA","Third Floor, 9 White Lion Street, London N1 9PD",,,,,,,,,,,,,,,,,,,,10-05-2021,N,76-78 Red Lion Street,33045030022013090415484616280850,76-78 Red Lion Street,76-78 Red Lion Street,,WC1R 4NA,517938630000,94,D,B1 Offices and Workshop businesses,2013-08-28,E09000007,E14000750,Greater London Authority,2013-09-04,Mandatory issue (Property to let).,36,96,4,Natural Gas,,,,1171,27.46,19.79,52.78,51.52,Yes,,1.0,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2013-09-04 15:48:46,84,5085889,Address Matched,Offices,59,69089
WC1R 4PD,NGL923462,Leasehold,"55 Red Lion Street, London (WC1R 4PD)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,HONG YUAN LIMITED,07764139,Limited Company or Public Limited Company,"55 Red Lion Street, London WC1R 4PD",,,,,,,,,,,,,,,,,,,,,17-01-2012,N,55 Red Lion Street,51663992252011062413561803009947,,55 Red Lion Street,,WC1R 4TD,970023540000,64,C,B1 Offices and Workshop businesses,2011-06-21,E09000007,E14000750,Greater London Authority,2011-06-24,Mandatory issue (Non-marketed sale).,36,97,3,Grid Supplied Electricity,,,,137,28.99,21.12,56.31,37.16,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2011-06-24 13:56:18,,,,Offices,59,8083
WC1R 4PF,345639,Freehold,"51 Red Lion Street, London (WC1R 4PF)",CAMDEN,GREATER LONDON,GREATER LONDON,N,1500000.0,SOHO HOUSING ASSOCIATION LIMITED,20784R,Registered Society (Company),"18 Hanway Street, London W1T 1UF",,,,,,,,,,,,,,,,,,,,,22-12-2014,N,51 Red Lion Street,124224690252017072722162709009704,,51 Red Lion Street,,WC1R 4PF,742109900000,72,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2017-07-21,E09000007,E14000750,Greater London Authority,2017-07-27,Mandatory issue (Property to let).,34,101,3,Natural Gas,,,,126,108.46,74.67,218.8,155.42,Yes,,1.0,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2017-07-27 22:16:27,909,5087508,Address Matched,Hospitality,111,13986
WC1R 4PS,BB6698,Leasehold,"20 Red Lion Street, London (WC1R 4PS)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,WORK.LIFE HOLBORN LIMITED,12004779,Limited Company or Public Limited Company,"66 Prescot Street, London E1 8NN",,,,,,,,,,,,,,,,,,,,,09-07-2020,N,20 Red Lion Street,76418150102019121018001110609900,,20 Red Lion Street,,WC1R 4PQ,919965610000,23,A,B1 Offices and Workshop businesses,2019-10-10,E09000007,E14000750,Greater London Authority,2019-12-10,Mandatory issue (Property to let).,27,80,4,Natural Gas,,,,4433,33.63,18.31,53.65,15.72,No,,3.0,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2019-12-10 18:00:11,96,,,Offices,59,261547
WC1R 4TQ,NGL735380,Freehold,"24 Bedford Row, London (WC1R 4TQ)",CAMDEN,GREATER LONDON,GREATER LONDON,N,5900000.0,THE SOCIETY OF AUTHORS,00019993,Corporate Body,"84 Drayton Gardens, London SW10 9SB",,,,,,,,,,,,,,,,,,,,,06-09-2018,N,24 Bedford Row,62505401252016062916093805009930,,24 Bedford Row,,WC1R 4TQ,905115430000,100,D,B1 Offices and Workshop businesses,2016-06-20,E09000007,E14000750,Greater London Authority,2016-06-29,Mandatory issue (Marketed sale).,29,84,3,Natural Gas,,,,584,30.32,17.29,50.67,60.53,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2016-06-29 16:09:38,,,,Offices,59,34456
WC1R 5DJ,NGL963677,Leasehold,"6 Warwick Court, London (WC1R 5DJ)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,AM HEALTH & COMPANY LIMITED,175027,Limited Company or Public Limited Company,"6 Warwick Court, London WC1R 5DJ",,,,,,,,,,,,,,,,,,,,,04-10-2016,N,6 Warwick Court,7839ea32c6ccec3f06cc63d9f785fc8fcb1a92c8927466ea2134e73648028dd8,6 Warwick Court,,,WC1R 5DJ,10004380977,125,E,Offices and Workshop Businesses,2023-03-15,E09000007,E14000750,,2023-04-12,Mandatory issue (Property to let).,18,72,3,Natural Gas,,,,307,11.82,4.25,17.05,29.5,Yes,,2.0,5,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2023-04-12 05:01:30,200,5022999,Energy Assessor,Offices,59,18113
WC1V 6BX,373715,Freehold,"16 High Holborn, (WC1V 6BX)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,NINECOURT LIMITED,4461761,Limited Company or Public Limited Company,"Rolls House, 7 Rolls Buildings, Fetter Lane, London EC4A 1NH",,,,,,,,,,,,,,,,,,,,,22-11-2002,N,16 High Holborn,23770492212009100709403700000819,,16 High Holborn,,WC1V 6BX,894620410000,75,C,Office,2009-09-21,E09000007,E14000750,Greater London Authority,2009-10-07,,63,145,4,Natural Gas,,,,2909,,,,,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2009-10-07 09:40:37,,5048027,Address Matched,Offices,59,171631
WC1V 6BY,67891,Freehold,"16 High Holborn, London (WC1V 6BY)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,NINECOURT LIMITED,4461761,Limited Company or Public Limited Company,"Rolls House, 7 Rolls Buildings, Fetter Lane, London EC4A 1NH",,,,,,,,,,,,,,,,,,,,,22-11-2002,N,16 High Holborn,23770492212009100709403700000819,,16 High Holborn,,WC1V 6BX,894620410000,75,C,Office,2009-09-21,E09000007,E14000750,Greater London Authority,2009-10-07,,63,145,4,Natural Gas,,,,2909,,,,,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2009-10-07 09:40:37,,5048027,Address Matched,Offices,59,171631
WC1V 6DR,NGL939278,Leasehold,"4 High Holborn, London (WC1V 6DR)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,ROBERT DYAS HOLDINGS LIMITED,4041884,Limited Company or Public Limited Company,"Cleeve Court, Cleeve Road, Leatherhead KT22 7SD",,,,,,,,,,,,,,,,,,,,,17-12-2013,N,4 High Holborn,78809112252015070116015302009494,5 High Holborn,4 High Holborn,,WC1V 6DR,443822390000,67,C,A1/A2 Retail and Financial/Professional services,2015-06-29,E09000007,E14000750,Greater London Authority,2015-07-01,Mandatory issue (Non-marketed sale).,27,80,3,Grid Supplied Electricity,,,,198,70.1,38.3,112.25,94.03,No,,,4,Mixed-mode with Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2015-07-01 16:01:53,189,5035056,Address Matched,Shops,84,16632
WC1V 6ER,NGL948247,Leasehold,"Brownlow House, 50-51 High Holborn, London (WC1V 6ER)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,BLACKWELL UK LIMITED,796591,Limited Company or Public Limited Company,"50 Broad Street, Oxford OX1 3BQ",,,,,,,,,,,,,,,,,,,,,12-01-2015,N,"Brownlow House, 50-51 High Holborn",136954480062018081616345828080180,,Brownlow House,50-51 High Holborn,WC1V 6EP,827984810000,44,B,B1 Offices and Workshop businesses,2018-08-09,E09000007,E14000750,Greater London Authority,2018-08-16,Mandatory issue (Marketed sale).,32,92,5,Grid Supplied Electricity,,,,870,35.7,22.51,65.97,31.52,Yes,,2.0,5,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2018-08-16 16:34:58,186,5146625,Address Matched,Offices,59,51330
WC1V 6HG,NGL648316,Freehold,"Elizabeth House, 4-7 Fulwood Place, London (WC1V 6HG)",CAMDEN,GREATER LONDON,GREATER LONDON,N,7483500.0,FULWOOD PLACE LIMITED,10375081,Limited Company or Public Limited Company,"Royal Geographical Society, 1 Kensington Gore, London SW7 2AR",,,,,,,,,,,,,,,,,,,,,07-12-2016,N,"Elizabeth House, 4-7 Fulwood Place",112766620022016061608100729060110,8 Fulwood Place,Elizabeth House,4-7 Fulwood Place,WC1V 6HG,128928980000,97,D,B1 Offices and Workshop businesses,2016-06-09,E09000007,E14000750,Greater London Authority,2016-06-16,Mandatory issue (Property to let).,32,94,3,Natural Gas,,,,1312,30.84,19.72,57.79,59.79,Yes,,1.0,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2016-06-16 08:10:07,149,5086229,Address Matched,Offices,59,77408
WC1V 6HR,BB23010,Leasehold,"Fulwood House, 12 Fulwood Place, London (WC1V 6HR)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,BECK GREENER LLP,OC424765,Limited Liability Partnership,"Fulwood House, 12 Fulwood Place, London WC1V 6HR",,,,,,,,,,,,,,,,,,,,,09-12-2022,N,"Fulwood House, 12 Fulwood Place",587de86f9ec87818c9d1e8b07826fb109a5432028c2a4cf8c8bf6ec99a1381c5,Fulwood House,12 Fulwood Place,12 Fulwood Place,WC1V 6HR,10003373711,64,C,Offices and Workshop Businesses,2022-08-16,E09000007,E14000750,Greater London Authority,2022-08-25,Mandatory issue (Marketed sale),11,43,3,Grid Supplied Electricity,,,,1315,3.99,0.86,3.44,5.08,No,,2.0,4,Mixed-mode with Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2022-08-25 17:58:54,54,5087805,Address Matched,Offices,59,77585
WC1V 6HU,144645,Freehold,"Fairfax House, 15 Fulwood Place, London (WC1V 6HU)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,DORRINGTON FULWOOD LIMITED,5653931,Limited Company or Public Limited Company,"16 Hans Road, London SW3 1RS",,,,,,,,,,,,,,,,,,,,,22-02-2006,N,"Fairfax House, 15 Fulwood Place",602556912019061309534302009564,,Fairfax House,15 Fulwood Place,WC1V 6AY,542362460000,62,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2019-05-15,E09000007,E14000750,Greater London Authority,2019-06-13,Mandatory issue (Property to let).,30,87,4,Grid Supplied Electricity,,,,3638,36.78,21.77,63.79,45.57,Yes,,2.0,5,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2019-06-13 09:53:43,270,5146101,Address Matched,Hospitality,111,403818
WC1V 6HZ,NGL914258,Leasehold,"Cromwell House, 14 Fulwood Place, London (WC1V 6HZ)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,FULWOOD PARTNERS LTD,10745915,Limited Company or Public Limited Company,"14 Fulwood Place, London WC1V 6HZ",,,,,,,,,,,,,,,,,,,,,05-01-2018,N,"Cromwell House, 14 Fulwood Place",3042770702008112509403268409200,,Cromwell House,14 Fulwood Place,WC1V 6HZ,974647460000,92,D,Office,2008-10-28,E09000007,E14000750,Greater London Authority,2008-11-25,Mandatory issue (Property to let).,66,119,5,Natural Gas,,,,886,19.97,14.4,42.2,24.9,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2008-11-25 09:40:32,147,,,Offices,59,52274
WC1V 6JJ,NGL923668,Leasehold,"113 High Holborn, London (WC1V 6JJ)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,THE ENGLISH STUDIO LIMITED,07176665,Limited Company or Public Limited Company,"Unit 12, Northfields Prospect, Putney Bridge Road, London SW18 1PE",,,,,,,,,,,,,,,,,,,,,23-01-2012,N,113 High Holborn,15352440022009040614473126070510,,113 High Holborn,,WC1V 6JJ,124142680000,55,C,Restaurant/public house,2009-03-05,E09000007,E14000750,Greater London Authority,2009-04-06,,43,72,4,Natural Gas,,,,277,,,,,,,,,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2009-04-06 14:47:31,,,,Hospitality,111,30747
WC1V 6LJ,BB15107,Leasehold,"90 High Holborn, London (WC1V 6LJ)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,JAVABOT UK LTD,13230293,Limited Company or Public Limited Company,"Apartment 3, 63 Compton Street, London EC1V 0BN",,,,,,,,,,,,,,,,,,,,,29-10-2021,N,90 High Holborn,6e682f042c946b948f432d1fa6a14fb85ea7ffc49ffa3e292963df85a0e0f842,90 High Holborn,90 High Holborn,,WC1V 6LJ,10004522265,59,C,Offices and Workshop Businesses,2022-11-20,E09000007,E14000750,Greater London Authority,2023-05-31,Voluntary (No legal requirement for an EPC).,17,69,4,Natural Gas,,,,22440,9.38,3.26,13.03,11.15,Yes,,3.0,5,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2023-05-31 13:44:22,111,,,Offices,59,1323960
WC1V 6LS,148569,Freehold,"The Old Red Lion, 72 High Holborn, London (WC1V 6LS)",CAMDEN,GREATER LONDON,GREATER LONDON,N,2075000.0,INNBRIGHTON PROPERTIES LIMITED,06952256,Limited Company or Public Limited Company,"6 Duke Street, London W1U 3EN",,,,,,,,,,,,,,,,,,,,,25-03-2019,N,"The Old Red Lion, 72 High Holborn",ab241b5e73cb742cfb693faef0beeb665bdcbd66c32a6574df53b742ac263b4c,The Old Red Lion,72 High Holborn,,WC1V 6LS,10004385143,66,C,Restaurants and Cafes/Drinking Establishments/Takeaways,2023-04-04,E09000007,E14000750,,2023-04-14,Voluntary (No legal requirement for an EPC).,33,134,3,Natural Gas,,,,234,50.32,33.67,135.01,66.87,No,,,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2023-04-14 20:04:19,459,5072310,Energy Assessor,Hospitality,111,25974
WC1V 6PX,NGL978925,Leasehold,"Hogarth House, 136 High Holborn, London (WC1V 6PX)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,LABS INTERNATIONAL LIMITED,11259062,Limited Company or Public Limited Company,"54-56 Camden Lock Place, London NW1 8AF",,,,,,,,,,,,,,,,,,,,,26-04-2018,N,"Hogarth House, 136 High Holborn",145424613012019082711020109009213,,Hogarth House,136 High Holborn,WC1V 6PX,232939210000,83,D,B1 Offices and Workshop businesses,2019-05-09,E09000007,E14000750,Greater London Authority,2019-08-27,Mandatory issue (Property to let).,33,98,4,Natural Gas,,,,2486,36.2,24.14,70.73,59.78,Yes,,3.0,5,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2019-08-27 11:02:01,351,,,Offices,59,146674
WC1V 7AA,NGL985001,Leasehold,"Berkshire House, 168-173 High Holborn, London (WC1V 7AA)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,ADSTREAM (UK) LIMITED,4691908,Limited Company or Public Limited Company,"7th Floor, Berkshire House, 168-173 High Holborn, London WC1V 7AA",,,,,,,,,,,,,,,,,,,,,18-01-2019,N,"Berkshire House, 168-173 High Holborn",12614130642009030516485095900070,,Berkshire House,168-173 High Holborn,WC1V 7AA,967873990000,93,D,Office,2009-03-05,E09000007,E14000750,Greater London Authority,2009-03-05,Mandatory issue (Property to let).,56,124,4,Grid Supplied Electricity,,,,6255,32.59,21.31,62.43,42.97,Yes,,2.0,1,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2009-03-05 16:48:50,254,,,Offices,59,369045
WC1V 7AB,BB33289,Leasehold,"7-11 Stukeley Street, London (WC1V 7AB)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,MAJOR PLAYERS LIMITED,02634355,Limited Company or Public Limited Company,"181 High Holborn, London WC1V 7RL",,,,,,,,,,,,,,,,,,,,,29-04-2024,N,7-11 Stukeley Street,71591240062016033017222884290730,,7-11 Stukeley Street,,WC2B 5LB,385044450000,78,D,B1 Offices and Workshop businesses,2016-01-23,E09000007,E14000750,Greater London Authority,2016-03-30,Mandatory issue (Marketed sale).,33,97,4,Natural Gas,,,,2718,27.03,17.84,52.27,41.96,No,,,4,Heating and Natural Ventilation,Camden,Holborn and St Pancras,LONDON,2016-03-30 17:22:28,,5087634,Address Matched,Offices,59,160362
WC1V 7BH,NGL947121,Leasehold,"190 High Holborn, London (WC1V 7BH)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,PEARSON EDUCATION LIMITED,00872828,Limited Company or Public Limited Company,"Edinburgh Gate, Harlow CM20 2JE",,,,,,,,,,,,,,,,,,,,,17-11-2014,N,190 High Holborn,22405329012017051121202101009322,,190 High Holborn,,WC1V 7BH,322591420000,104,E,B1 Offices and Workshop businesses,2017-05-02,E09000007,E14000750,Greater London Authority,2017-05-11,Mandatory issue (Marketed sale).,34,100,4,Natural Gas,,,,11301,31.09,21.32,62.48,64.8,No,,,4,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2017-05-11 21:20:21,378,5030917,Address Matched,Offices,59,666759
WC1V 7DA,BB13468,Leasehold,"Kingsbourne House, 229-231 High Holborn, London (WC1V 7DA)",CAMDEN,GREATER LONDON,GREATER LONDON,N,,PLACES FOR LONDON LIMITED,08961151,Limited Company or Public Limited Company,"5 Endeavour Square, London E20 1JN","7th Floor, Green zone, 197 Blackfriars Road, London SE1 8NJ",,,,,,,,,,,,,,,,,,,,30-07-2021,N,"Kingsbourne House, 229-231 High Holborn",107580022018093015234915210020,,Kingsbourne House,229-231 High Holborn,WC1V 7DA,216587580000,96,D,B1 Offices and Workshop businesses,2018-09-20,E09000007,E14000750,Greater London Authority,2018-09-30,Mandatory issue (Marketed sale).,32,95,3,Oil,,,,3948,37.96,24.66,72.27,72.75,Yes,,2.0,5,Air Conditioning,Camden,Holborn and St Pancras,LONDON,2018-09-30 15:23:49,373,,,Offices,59,232932
